cod_cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado Civil;Profissão;Número de Cartões de Crédito;cod_estado
3155;Superior;Não;1820.27;42.33;Casado;Outros;1;18
3156;Fundamental;Sim;4091.45;35.53;Viúvo;Advogado;3;25
3157;Superior;Não;4221.03;39.94;Viúvo;Advogado;2;6
3158;Superior;Sim;7083.65;47.64;Solteiro;Engenheiro;3;5
3159;Superior;Sim;7703.99;40.46;Solteiro;Empresário;1;22
3160;Superior;Não;7642.02;56.54;Solteiro;Estudante;0;13
3161;Pós-Graduação;Sim;4294.49;34.66;Viúvo;Estudante;1;9
3162;Médio;Não;5408.5;19.14;Solteiro;Professor;3;24
3163;Superior;Sim;8273.72;47.61;Casado;Outros;0;14
3164;Pós-Graduação;Não;7971.43;73.1;Casado;Médico;2;11
3165;Fundamental;Sim;6141.61;35.51;Solteiro;Outros;2;15
3166;Fundamental;Sim;2952.86;72.93;Viúvo;Engenheiro;2;20
3167;Superior;Não;3255.06;28.94;Divorciado;Médico;1;3
3168;Superior;Sim;9789.33;22.53;Solteiro;Advogado;2;6
3169;Pós-Graduação;Não;4804.52;21.88;Casado;Professor;2;9
3170;Fundamental;Não;9949.21;55.12;Divorciado;Outros;1;22
3171;Médio;Não;3984.2;19.56;Casado;Estudante;2;20
3172;Fundamental;Não;5375.05;48.68;Casado;Outros;3;5
3173;Superior;Sim;7350.87;78.74;Divorciado;Empresário;0;18
3174;Fundamental;Não;1663.99;41.4;Casado;Estudante;1;8
3175;Pós-Graduação;Sim;6728.49;49.56;Divorciado;Professor;0;6
3176;Fundamental;Não;5374.97;47.95;Solteiro;Artista;0;23
3177;Pós-Graduação;Não;7028.24;66.8;Divorciado;Estudante;3;27
3178;Médio;Não;7759.09;71.76;Casado;Professor;0;3
3179;Médio;Não;8772.49;56.52;Casado;Advogado;2;5
3180;Médio;Sim;2618.03;32.67;Solteiro;Professor;1;23
3181;Superior;Sim;3612.46;26.11;Solteiro;Médico;3;27
3182;Pós-Graduação;Não;9042.01;53.4;Divorciado;Empresário;0;24
3183;Fundamental;Sim;1855.79;52.07;Divorciado;Estudante;1;13
3184;Médio;Sim;4896.8;25.86;Viúvo;Professor;1;20
3185;Pós-Graduação;Sim;7958.07;53.87;Divorciado;Artista;1;11
3186;Fundamental;Não;9735.72;33.18;Divorciado;Engenheiro;0;4
3187;Pós-Graduação;Não;1698.49;24.68;Casado;Artista;3;10
3188;Pós-Graduação;Sim;5058.33;48.91;Casado;Médico;1;3
3189;Pós-Graduação;Não;8105.89;40.47;Casado;Empresário;0;27
3190;Superior;Sim;3842.29;58.79;Casado;Advogado;2;24
3191;Pós-Graduação;Sim;1100.43;40.6;Divorciado;Outros;0;6
3192;Pós-Graduação;Sim;3474.12;40.79;Divorciado;Advogado;0;18
3193;Fundamental;Sim;4236.33;55.36;Solteiro;Professor;1;1
3194;Superior;Não;4971.04;62.04;Solteiro;Empresário;3;27
3195;Médio;Sim;7718.57;62.59;Viúvo;Estudante;3;19
3196;Fundamental;Não;7743.24;61.88;Divorciado;Advogado;3;24
3197;Fundamental;Não;9831.14;49.76;Solteiro;Engenheiro;0;6
3198;Médio;Sim;4897.87;35.59;Solteiro;Advogado;2;17
3199;Pós-Graduação;Sim;6390.5;20.38;Viúvo;Professor;3;17
3200;Médio;Não;4527.96;36.41;Solteiro;Médico;0;17
3201;Superior;Sim;7196.83;50.05;Divorciado;Médico;2;18
3202;Pós-Graduação;Sim;7323.61;65.79;Solteiro;Engenheiro;1;15
3203;Médio;Não;8371.97;47.96;Viúvo;Estudante;2;10
3204;Fundamental;Não;7823.16;47.63;Divorciado;Artista;0;24
3205;Médio;Não;5316.18;46.01;Divorciado;Médico;3;1
3206;Médio;Sim;4057.76;40.75;Solteiro;Estudante;2;13
3207;Pós-Graduação;Não;5144.73;52.49;Divorciado;Engenheiro;3;26
3208;Superior;Não;5886.49;62.9;Divorciado;Estudante;2;3
3209;Pós-Graduação;Sim;6838.65;21.0;Solteiro;Advogado;1;14
3210;Pós-Graduação;Não;6800.78;58.14;Divorciado;Estudante;2;6
3211;Superior;Não;3468.81;51.14;Solteiro;Advogado;0;24
3212;Pós-Graduação;Não;9222.54;78.25;Viúvo;Estudante;0;15
3213;Pós-Graduação;Não;4883.3;28.49;Divorciado;Estudante;3;13
3214;Fundamental;Sim;9351.74;72.79;Casado;Médico;3;8
3215;Médio;Sim;2354.57;22.46;Viúvo;Professor;1;7
3216;Superior;Não;7849.16;26.28;Divorciado;Médico;1;23
3217;Superior;Não;5813.39;26.41;Casado;Artista;1;12
3218;Pós-Graduação;Sim;6598.65;60.55;Casado;Outros;2;16
3219;Médio;Sim;1619.06;64.62;Casado;Outros;1;2
3220;Médio;Sim;7624.13;37.89;Casado;Artista;1;25
3221;Superior;Não;4012.4;76.98;Viúvo;Artista;0;25
3222;Médio;Não;5759.14;73.9;Solteiro;Médico;1;25
3223;Fundamental;Não;9244.31;18.24;Casado;Professor;3;22
3224;Fundamental;Sim;9541.52;56.51;Divorciado;Médico;2;23
3225;Pós-Graduação;Não;3876.45;76.61;Solteiro;Empresário;2;15
3226;Superior;Não;3788.11;79.53;Viúvo;Professor;0;18
3227;Fundamental;Sim;4965.95;63.32;Casado;Artista;3;24
3228;Médio;Sim;7036.33;50.52;Divorciado;Empresário;2;27
3229;Fundamental;Sim;2498.5;43.74;Divorciado;Empresário;3;25
3230;Fundamental;Não;4105.2;75.4;Viúvo;Engenheiro;2;19
3231;Médio;Não;7415.06;79.6;Divorciado;Outros;1;9
3232;Médio;Sim;3939.96;27.58;Viúvo;Artista;0;27
3233;Pós-Graduação;Sim;6569.62;44.75;Solteiro;Empresário;0;16
3234;Superior;Sim;1651.66;62.84;Solteiro;Outros;0;11
3235;Superior;Sim;5767.39;66.24;Solteiro;Médico;0;21
3236;Superior;Não;2252.98;25.55;Viúvo;Professor;0;21
3237;Pós-Graduação;Não;7449.92;73.35;Casado;Médico;1;14
3238;Médio;Sim;2833.12;77.06;Viúvo;Outros;0;23
3239;Superior;Não;3609.86;78.97;Divorciado;Professor;2;5
3240;Fundamental;Não;7474.27;69.7;Solteiro;Engenheiro;0;14
3241;Médio;Sim;9252.08;50.07;Divorciado;Estudante;3;17
3242;Fundamental;Não;7239.28;67.82;Casado;Outros;3;4
3243;Médio;Sim;9580.49;49.11;Casado;Estudante;1;3
3244;Pós-Graduação;Não;4912.62;74.5;Viúvo;Estudante;2;13
3245;Médio;Sim;1749.2;58.1;Solteiro;Engenheiro;3;15
3246;Fundamental;Não;7975.82;26.63;Divorciado;Professor;1;24
3247;Pós-Graduação;Sim;8097.42;62.99;Viúvo;Advogado;3;2
3248;Pós-Graduação;Sim;8864.04;24.28;Casado;Engenheiro;0;18
3249;Superior;Sim;3009.63;34.94;Viúvo;Advogado;1;3
3250;Superior;Sim;2779.41;22.13;Casado;Engenheiro;3;16
3251;Médio;Sim;1846.04;55.71;Divorciado;Médico;3;27
3252;Fundamental;Não;7144.07;22.99;Solteiro;Advogado;0;6
3253;Fundamental;Sim;7039.43;73.7;Divorciado;Médico;2;5
3254;Fundamental;Não;5203.1;32.42;Viúvo;Médico;0;19
3255;Superior;Sim;8337.44;20.33;Viúvo;Artista;0;20
3256;Médio;Não;3477.2;79.92;Viúvo;Empresário;2;5
3257;Superior;Sim;9258.36;46.12;Casado;Engenheiro;3;19
3258;Pós-Graduação;Sim;4001.68;78.25;Viúvo;Advogado;3;18
3259;Médio;Sim;7837.97;69.3;Viúvo;Outros;3;17
3260;Pós-Graduação;Não;1344.39;42.73;Casado;Estudante;1;8
3261;Fundamental;Não;7421.19;33.16;Casado;Empresário;0;20
3262;Pós-Graduação;Não;3101.82;23.53;Casado;Estudante;1;7
3263;Superior;Sim;9986.67;79.66;Viúvo;Professor;2;26
3264;Fundamental;Sim;3806.14;18.18;Divorciado;Estudante;2;27
3265;Pós-Graduação;Sim;8667.71;57.1;Solteiro;Professor;2;26
3266;Médio;Não;7931.49;53.78;Divorciado;Médico;3;13
3267;Superior;Sim;5618.44;62.55;Casado;Empresário;2;1
3268;Médio;Não;6093.69;25.75;Solteiro;Estudante;3;16
3269;Fundamental;Não;7716.43;75.35;Casado;Médico;1;8
3270;Pós-Graduação;Não;3205.22;23.19;Solteiro;Professor;2;24
3271;Pós-Graduação;Não;1524.41;24.63;Viúvo;Empresário;0;16
3272;Fundamental;Sim;2757.02;66.78;Divorciado;Professor;2;21
3273;Fundamental;Não;3218.28;30.13;Divorciado;Estudante;2;21
3274;Médio;Sim;1290.63;27.84;Divorciado;Advogado;1;3
3275;Pós-Graduação;Não;7703.39;27.75;Viúvo;Professor;1;23
3276;Pós-Graduação;Não;7111.22;44.26;Casado;Médico;0;27
3277;Fundamental;Não;8541.38;75.36;Viúvo;Estudante;2;16
3278;Superior;Não;3770.39;55.09;Viúvo;Advogado;2;9
3279;Médio;Sim;2978.35;68.86;Divorciado;Estudante;0;1
3280;Superior;Sim;9821.61;58.86;Casado;Artista;0;15
3281;Superior;Sim;9589.66;36.47;Casado;Médico;0;20
3282;Superior;Sim;5326.58;39.56;Viúvo;Outros;1;17
3283;Pós-Graduação;Sim;9159.65;60.17;Divorciado;Empresário;0;16
3284;Médio;Não;5163.38;34.5;Viúvo;Advogado;2;5
3285;Médio;Não;8141.85;57.08;Solteiro;Empresário;2;19
3286;Pós-Graduação;Sim;9913.37;63.39;Viúvo;Professor;2;27
3287;Superior;Sim;1084.11;39.82;Solteiro;Advogado;2;5
3288;Médio;Sim;5251.36;60.29;Solteiro;Engenheiro;1;24
3289;Pós-Graduação;Sim;4792.96;72.7;Casado;Médico;3;12
3290;Médio;Não;3040.41;67.25;Viúvo;Estudante;1;7
3291;Superior;Não;4163.42;60.68;Divorciado;Outros;0;16
3292;Fundamental;Não;2255.99;35.6;Casado;Engenheiro;2;10
3293;Superior;Não;7558.28;46.02;Casado;Estudante;1;3
3294;Médio;Sim;4494.9;31.76;Solteiro;Artista;3;1
3295;Médio;Não;5929.62;55.55;Solteiro;Engenheiro;1;27
3296;Superior;Sim;6336.77;67.88;Divorciado;Engenheiro;2;21
3297;Superior;Não;8208.1;54.98;Viúvo;Advogado;0;10
3298;Fundamental;Não;1318.81;50.64;Divorciado;Outros;3;10
3299;Superior;Não;3016.07;23.75;Solteiro;Outros;2;19
3300;Superior;Não;5997.87;22.01;Viúvo;Artista;0;4
3301;Médio;Sim;1560.54;50.01;Casado;Médico;1;1
3302;Pós-Graduação;Não;8512.19;25.33;Viúvo;Engenheiro;2;14
3303;Fundamental;Não;3192.18;33.93;Viúvo;Advogado;0;5
3304;Médio;Não;8092.88;20.31;Divorciado;Empresário;1;4
3305;Médio;Não;7463.8;74.71;Viúvo;Professor;2;24
3306;Superior;Não;2667.3;67.0;Divorciado;Engenheiro;3;20
3307;Fundamental;Não;2478.64;25.62;Casado;Empresário;1;10
3308;Superior;Sim;2703.55;38.06;Viúvo;Artista;3;10
3309;Fundamental;Não;8617.12;56.4;Solteiro;Estudante;1;16
3310;Superior;Sim;7226.1;46.68;Divorciado;Empresário;3;13
3311;Fundamental;Sim;9374.21;79.54;Viúvo;Professor;3;7
3312;Superior;Sim;4017.64;64.26;Casado;Professor;2;21
3313;Fundamental;Não;1224.25;27.84;Viúvo;Estudante;2;17
3314;Pós-Graduação;Sim;3590.69;64.3;Solteiro;Engenheiro;0;2
3315;Superior;Sim;7453.92;38.08;Divorciado;Advogado;2;3
3316;Médio;Sim;5233.05;76.82;Divorciado;Artista;2;25
3317;Fundamental;Não;7907.09;79.51;Solteiro;Artista;1;22
3318;Fundamental;Não;7453.19;37.35;Solteiro;Médico;3;10
3319;Superior;Não;1899.37;59.77;Divorciado;Médico;1;1
3320;Fundamental;Não;6064.92;43.44;Solteiro;Advogado;2;12
3321;Fundamental;Sim;8802.01;48.47;Viúvo;Médico;1;19
3322;Médio;Sim;4437.25;58.43;Viúvo;Empresário;3;3
3323;Pós-Graduação;Sim;4601.47;79.44;Viúvo;Artista;0;11
3324;Pós-Graduação;Não;3430.74;59.8;Casado;Artista;0;10
3325;Médio;Não;9555.59;61.56;Solteiro;Estudante;0;11
3326;Pós-Graduação;Não;1246.86;69.67;Viúvo;Outros;3;11
3327;Superior;Sim;8224.8;56.15;Casado;Artista;0;6
3328;Pós-Graduação;Sim;9137.2;55.44;Divorciado;Outros;3;1
3329;Superior;Não;2332.24;25.9;Solteiro;Estudante;1;10
3330;Fundamental;Não;3315.88;25.05;Divorciado;Advogado;2;25
3331;Médio;Não;6639.17;34.1;Casado;Estudante;2;26
3332;Fundamental;Sim;6585.87;46.61;Viúvo;Empresário;3;3
3333;Médio;Não;8021.34;49.42;Solteiro;Professor;1;16
3334;Fundamental;Não;8416.92;22.51;Solteiro;Artista;0;24
3335;Superior;Não;1400.24;27.3;Solteiro;Estudante;1;6
3336;Pós-Graduação;Sim;6733.16;58.96;Divorciado;Outros;2;22
3337;Superior;Sim;8705.18;52.79;Divorciado;Professor;1;24
3338;Superior;Sim;3005.13;61.45;Casado;Engenheiro;2;20
3339;Fundamental;Não;4018.24;51.93;Casado;Estudante;0;19
3340;Fundamental;Não;3911.26;25.41;Casado;Outros;1;7
3341;Pós-Graduação;Não;8314.49;79.78;Casado;Estudante;2;17
3342;Médio;Não;5001.13;75.75;Casado;Professor;2;20
3343;Superior;Sim;2257.99;72.43;Divorciado;Professor;3;1
3344;Pós-Graduação;Não;4341.76;20.79;Viúvo;Outros;3;2
3345;Fundamental;Sim;1662.82;45.82;Casado;Engenheiro;3;20
3346;Médio;Não;2610.76;18.65;Viúvo;Médico;1;18
3347;Fundamental;Sim;2096.47;75.05;Casado;Médico;0;8
3348;Superior;Sim;7691.89;45.52;Casado;Engenheiro;3;25
3349;Médio;Sim;8446.43;22.58;Viúvo;Advogado;0;16
3350;Médio;Sim;4604.42;61.08;Viúvo;Empresário;3;16
3351;Fundamental;Sim;7515.7;38.26;Solteiro;Outros;1;17
3352;Médio;Não;7271.0;36.05;Divorciado;Empresário;0;26
3353;Fundamental;Não;8191.3;50.81;Divorciado;Empresário;0;3
3354;Pós-Graduação;Não;4462.78;27.56;Solteiro;Outros;1;20
3355;Superior;Sim;9746.08;73.24;Casado;Advogado;0;25
3356;Superior;Sim;4813.42;74.46;Casado;Médico;0;10
3357;Médio;Sim;2588.8;44.71;Solteiro;Outros;0;15
3358;Médio;Não;8736.49;20.71;Divorciado;Médico;2;9
3359;Superior;Não;2098.64;46.84;Casado;Estudante;1;22
3360;Pós-Graduação;Não;6251.14;41.85;Solteiro;Estudante;1;20
3361;Fundamental;Não;9748.51;39.53;Divorciado;Empresário;2;26
3362;Fundamental;Sim;7673.17;70.7;Solteiro;Artista;0;17
3363;Pós-Graduação;Não;2196.3;70.35;Solteiro;Estudante;2;27
3364;Fundamental;Não;7518.81;77.91;Viúvo;Estudante;1;21
3365;Superior;Não;3554.42;49.07;Solteiro;Engenheiro;1;17
3366;Superior;Não;2253.62;76.79;Solteiro;Outros;3;23
3367;Médio;Sim;5721.43;58.32;Viúvo;Estudante;3;3
3368;Médio;Não;7006.74;19.42;Divorciado;Empresário;3;12
3369;Superior;Sim;5434.99;43.26;Solteiro;Advogado;2;16
3370;Médio;Não;8971.61;54.0;Casado;Engenheiro;0;21
3371;Superior;Sim;4284.75;75.37;Solteiro;Estudante;3;10
3372;Médio;Sim;3922.65;64.99;Divorciado;Advogado;2;16
3373;Médio;Sim;3487.17;53.96;Solteiro;Outros;1;14
3374;Fundamental;Não;5100.81;72.44;Viúvo;Engenheiro;2;2
3375;Pós-Graduação;Não;5523.42;70.1;Divorciado;Empresário;3;6
3376;Fundamental;Não;4938.43;61.62;Casado;Estudante;2;1
3377;Pós-Graduação;Sim;7246.89;64.35;Solteiro;Empresário;0;9
3378;Superior;Não;8935.16;49.29;Solteiro;Artista;0;4
3379;Pós-Graduação;Não;7511.91;53.16;Solteiro;Empresário;3;13
3380;Fundamental;Sim;6776.39;78.59;Viúvo;Outros;1;13
3381;Pós-Graduação;Não;2773.3;56.16;Viúvo;Advogado;2;12
3382;Pós-Graduação;Não;1555.64;50.16;Solteiro;Estudante;0;25
3383;Médio;Sim;8150.26;46.77;Viúvo;Engenheiro;1;3
3384;Médio;Não;9391.13;18.89;Divorciado;Estudante;3;19
3385;Fundamental;Sim;7691.86;72.8;Solteiro;Empresário;3;14
3386;Pós-Graduação;Não;6065.64;37.94;Casado;Engenheiro;1;11
3387;Fundamental;Não;8342.89;49.89;Solteiro;Médico;2;11
3388;Fundamental;Sim;2136.71;34.49;Solteiro;Professor;0;5
3389;Fundamental;Sim;3563.98;78.47;Solteiro;Empresário;2;5
3390;Superior;Sim;8273.56;61.82;Divorciado;Artista;2;10
3391;Superior;Sim;8550.59;66.18;Viúvo;Advogado;1;21
3392;Superior;Sim;3369.01;44.0;Casado;Outros;3;13
3393;Superior;Não;4596.94;51.63;Solteiro;Outros;0;10
3394;Fundamental;Sim;8521.94;71.6;Solteiro;Médico;3;26
3395;Pós-Graduação;Não;3791.9;18.36;Viúvo;Médico;0;22
3396;Fundamental;Sim;5565.55;23.15;Viúvo;Engenheiro;1;26
3397;Médio;Não;6325.94;40.81;Casado;Engenheiro;3;13
3398;Médio;Sim;8536.89;37.1;Viúvo;Artista;2;17
3399;Fundamental;Não;4092.5;18.53;Divorciado;Médico;2;11
3400;Fundamental;Não;9462.58;31.69;Divorciado;Empresário;1;12
3401;Superior;Não;9251.13;32.81;Solteiro;Artista;3;6
3402;Pós-Graduação;Não;3910.41;60.92;Viúvo;Outros;0;1
3403;Pós-Graduação;Sim;3529.27;62.79;Divorciado;Outros;3;2
3404;Superior;Não;1980.79;65.41;Viúvo;Engenheiro;2;25
3405;Fundamental;Não;5963.0;64.44;Casado;Engenheiro;2;13
3406;Pós-Graduação;Sim;6098.69;31.82;Divorciado;Empresário;1;14
3407;Superior;Sim;1563.35;67.1;Divorciado;Estudante;2;6
3408;Superior;Sim;6142.8;63.55;Viúvo;Professor;3;23
3409;Superior;Não;2701.41;67.47;Viúvo;Advogado;0;16
3410;Médio;Não;8793.01;35.23;Viúvo;Empresário;0;24
3411;Fundamental;Não;5913.8;70.86;Viúvo;Outros;1;14
3412;Médio;Sim;1000.28;62.62;Viúvo;Professor;0;9
3413;Pós-Graduação;Sim;6309.11;23.79;Divorciado;Advogado;2;20
3414;Superior;Não;5763.74;44.25;Casado;Professor;1;7
3415;Superior;Não;1181.93;71.34;Divorciado;Médico;0;13
3416;Superior;Não;2862.8;74.2;Casado;Médico;1;16
3417;Pós-Graduação;Sim;1760.74;39.63;Divorciado;Advogado;2;22
3418;Médio;Sim;5395.77;40.56;Divorciado;Estudante;1;10
3419;Pós-Graduação;Não;7760.93;72.74;Solteiro;Médico;3;24
3420;Fundamental;Sim;6861.43;26.98;Divorciado;Engenheiro;0;20
3421;Fundamental;Sim;5043.41;58.39;Divorciado;Empresário;2;4
3422;Superior;Não;3801.16;59.88;Divorciado;Estudante;0;14
3423;Fundamental;Não;5274.84;53.96;Divorciado;Artista;2;2
3424;Médio;Sim;4549.12;30.53;Solteiro;Advogado;3;26
3425;Superior;Sim;6354.39;42.48;Casado;Professor;1;23
3426;Pós-Graduação;Sim;5894.09;37.86;Casado;Médico;2;26
3427;Fundamental;Sim;4869.87;26.0;Casado;Professor;2;7
3428;Médio;Sim;6420.82;21.54;Casado;Advogado;3;6
3429;Superior;Sim;1356.52;51.0;Divorciado;Outros;3;16
3430;Médio;Sim;1750.0;24.49;Solteiro;Artista;2;18
3431;Fundamental;Não;5276.04;79.97;Solteiro;Advogado;0;6
3432;Fundamental;Não;4913.81;53.41;Solteiro;Engenheiro;1;13
3433;Médio;Não;5799.19;65.06;Solteiro;Artista;3;24
3434;Fundamental;Não;7418.76;27.69;Divorciado;Advogado;1;27
3435;Fundamental;Não;4209.75;30.73;Solteiro;Médico;1;27
3436;Superior;Sim;2629.19;42.42;Viúvo;Advogado;0;10
3437;Fundamental;Sim;5669.75;23.87;Divorciado;Engenheiro;3;16
3438;Pós-Graduação;Não;4143.96;69.92;Divorciado;Empresário;3;17
3439;Médio;Sim;1052.04;24.61;Solteiro;Professor;3;16
3440;Pós-Graduação;Sim;7298.48;19.22;Solteiro;Artista;0;15
3441;Médio;Sim;9293.0;31.63;Viúvo;Artista;2;2
3442;Médio;Sim;4073.09;74.5;Casado;Artista;1;20
3443;Fundamental;Não;5239.78;35.4;Casado;Empresário;0;26
3444;Superior;Não;1273.39;77.63;Viúvo;Empresário;1;27
3445;Fundamental;Não;2869.33;57.34;Solteiro;Engenheiro;2;16
3446;Médio;Não;2992.01;74.9;Viúvo;Artista;1;19
3447;Superior;Não;3249.32;19.09;Divorciado;Engenheiro;2;14
3448;Fundamental;Não;5327.56;36.81;Viúvo;Estudante;3;21
3449;Pós-Graduação;Não;3986.53;70.95;Solteiro;Médico;0;9
3450;Fundamental;Sim;2471.28;54.11;Casado;Artista;3;24
3451;Médio;Não;3972.39;59.21;Casado;Empresário;3;27
3452;Médio;Não;6065.67;52.77;Viúvo;Outros;2;6
3453;Fundamental;Sim;5706.94;75.71;Divorciado;Médico;2;26
3454;Fundamental;Não;5301.27;36.67;Solteiro;Professor;2;25
3455;Fundamental;Não;6948.6;74.1;Viúvo;Estudante;0;8
3456;Pós-Graduação;Não;2358.18;67.44;Divorciado;Empresário;2;6
3457;Superior;Não;3553.04;75.31;Casado;Estudante;2;25
3458;Superior;Sim;6194.21;37.56;Casado;Médico;3;21
3459;Médio;Não;5340.66;64.74;Viúvo;Estudante;2;5
3460;Pós-Graduação;Não;1089.87;69.0;Casado;Estudante;2;14
3461;Superior;Sim;7563.13;73.21;Casado;Outros;1;25
3462;Médio;Não;8656.58;74.26;Divorciado;Professor;2;24
3463;Médio;Não;5863.86;34.82;Casado;Engenheiro;1;25
3464;Superior;Não;7093.15;32.55;Divorciado;Artista;1;20
3465;Superior;Sim;8047.0;30.07;Solteiro;Estudante;2;7
3466;Médio;Sim;7071.15;41.63;Viúvo;Outros;2;11
3467;Médio;Sim;2254.58;50.72;Casado;Empresário;1;16
3468;Médio;Sim;5120.5;19.17;Casado;Estudante;1;21
3469;Médio;Sim;2794.57;43.95;Casado;Estudante;2;7
3470;Pós-Graduação;Sim;5681.39;25.32;Divorciado;Médico;3;22
3471;Médio;Sim;5181.09;75.08;Casado;Advogado;3;24
3472;Superior;Sim;1675.11;60.57;Divorciado;Outros;2;11
3473;Fundamental;Sim;3585.25;29.42;Viúvo;Artista;1;8
3474;Superior;Sim;1018.49;40.89;Viúvo;Empresário;1;6
3475;Fundamental;Sim;7006.8;42.26;Divorciado;Outros;1;27
3476;Superior;Sim;5403.55;35.2;Divorciado;Engenheiro;3;9
3477;Pós-Graduação;Não;9659.28;63.98;Divorciado;Outros;1;15
3478;Fundamental;Sim;7150.21;64.15;Casado;Artista;1;26
3479;Pós-Graduação;Sim;1892.08;28.78;Divorciado;Advogado;1;17
3480;Superior;Sim;8078.9;41.34;Casado;Estudante;1;12
3481;Médio;Sim;8921.09;34.29;Viúvo;Artista;1;19
3482;Médio;Não;7927.14;77.8;Divorciado;Outros;3;17
3483;Fundamental;Sim;9757.48;46.74;Casado;Engenheiro;3;16
3484;Pós-Graduação;Não;7306.81;44.82;Viúvo;Advogado;0;3
3485;Superior;Não;2609.63;59.0;Viúvo;Médico;0;13
3486;Médio;Não;6817.61;27.86;Casado;Estudante;3;20
3487;Superior;Sim;8442.65;25.95;Divorciado;Professor;2;8
3488;Médio;Não;7512.24;18.29;Divorciado;Engenheiro;1;10
3489;Superior;Não;6050.64;48.79;Divorciado;Engenheiro;2;23
3490;Médio;Sim;9717.0;29.96;Viúvo;Artista;2;20
3491;Superior;Sim;5057.76;28.39;Casado;Engenheiro;3;24
3492;Superior;Sim;7724.7;73.55;Solteiro;Engenheiro;0;25
3493;Médio;Não;5094.5;36.02;Viúvo;Médico;1;19
3494;Médio;Não;8552.34;67.73;Casado;Médico;1;7
3495;Superior;Sim;1522.24;27.24;Solteiro;Artista;0;24
3496;Pós-Graduação;Sim;4123.19;19.04;Viúvo;Outros;1;20
3497;Superior;Sim;7045.65;39.27;Solteiro;Advogado;0;19
3498;Pós-Graduação;Não;4454.43;36.26;Casado;Estudante;0;4
3499;Superior;Não;3632.11;48.89;Solteiro;Estudante;0;6
3500;Médio;Não;3797.77;25.8;Viúvo;Artista;1;22
3501;Pós-Graduação;Sim;8703.51;48.95;Solteiro;Outros;0;16
3502;Superior;Sim;4238.28;32.53;Casado;Estudante;2;21
3503;Pós-Graduação;Não;5495.57;62.51;Solteiro;Empresário;3;17
3504;Médio;Não;3057.87;21.74;Solteiro;Estudante;0;24
3505;Fundamental;Sim;7090.12;63.5;Viúvo;Advogado;2;18
3506;Fundamental;Sim;4313.78;34.19;Divorciado;Professor;0;27
3507;Superior;Sim;9458.88;53.1;Solteiro;Outros;3;23
3508;Superior;Sim;2874.77;21.07;Casado;Médico;1;1
3509;Médio;Sim;2564.38;63.13;Solteiro;Engenheiro;0;16
3510;Superior;Sim;9177.82;64.76;Viúvo;Engenheiro;2;16
3511;Pós-Graduação;Não;4745.79;46.74;Divorciado;Artista;2;25
3512;Fundamental;Sim;9469.07;57.86;Divorciado;Advogado;1;18
3513;Médio;Sim;8752.54;60.78;Casado;Médico;1;19
3514;Pós-Graduação;Sim;7381.91;52.09;Divorciado;Engenheiro;3;18
3515;Médio;Sim;3802.11;73.97;Solteiro;Advogado;3;2
3516;Fundamental;Sim;6591.67;77.29;Solteiro;Empresário;0;10
3517;Pós-Graduação;Não;1504.42;65.76;Viúvo;Artista;2;9
3518;Superior;Não;7596.43;71.93;Divorciado;Professor;1;22
3519;Superior;Não;4724.86;52.32;Casado;Empresário;1;25
3520;Pós-Graduação;Não;1445.63;23.35;Divorciado;Outros;1;3
3521;Fundamental;Sim;3853.34;79.0;Viúvo;Estudante;2;3
3522;Pós-Graduação;Sim;5436.99;19.31;Casado;Estudante;2;20
3523;Médio;Sim;7081.93;62.42;Casado;Professor;3;25
3524;Pós-Graduação;Sim;1309.57;62.46;Divorciado;Advogado;1;12
3525;Fundamental;Não;1735.83;77.57;Divorciado;Empresário;3;10
3526;Superior;Sim;1189.52;33.41;Viúvo;Advogado;3;27
3527;Fundamental;Não;2104.07;64.58;Divorciado;Médico;2;6
3528;Médio;Sim;7858.54;40.58;Solteiro;Empresário;1;9
3529;Médio;Sim;3551.86;39.78;Solteiro;Médico;2;23
3530;Fundamental;Sim;6870.22;77.31;Solteiro;Estudante;1;20
3531;Fundamental;Sim;5703.59;55.32;Divorciado;Engenheiro;0;24
3532;Pós-Graduação;Sim;6662.91;56.6;Casado;Professor;3;22
3533;Superior;Sim;8246.78;33.12;Divorciado;Estudante;2;27
3534;Médio;Sim;2262.87;62.58;Solteiro;Professor;3;5
3535;Superior;Sim;2243.94;22.89;Solteiro;Advogado;2;3
3536;Superior;Sim;5097.44;41.53;Casado;Médico;2;3
3537;Superior;Sim;9831.8;77.72;Divorciado;Outros;2;9
3538;Superior;Não;7838.66;65.05;Viúvo;Estudante;1;4
3539;Superior;Não;1972.82;51.29;Solteiro;Empresário;0;2
3540;Superior;Sim;3515.06;29.7;Solteiro;Médico;0;17
3541;Pós-Graduação;Sim;4731.91;45.96;Casado;Artista;1;22
3542;Médio;Não;5223.44;34.36;Casado;Engenheiro;1;21
3543;Pós-Graduação;Não;8243.41;71.18;Divorciado;Advogado;3;17
3544;Pós-Graduação;Não;1819.94;61.37;Viúvo;Professor;2;7
3545;Superior;Sim;8325.2;44.1;Solteiro;Artista;2;21
3546;Pós-Graduação;Não;9435.84;37.98;Solteiro;Professor;3;20
3547;Pós-Graduação;Sim;6705.0;42.63;Divorciado;Médico;0;11
